"","treated_unit","V2","V3","V4","V6","V7","V8","V9","V10","welcome","disclosure","Introcommu","oftenmbta","PoliID","ideology","party","obama","X2010","election","intoviews","numberim","Remain","Englishlan","raceintro","Asians","AfAms","Hispanics","MiddleEast","IntroDemo","Illegal_ma","illegal_us","age","residency","Friends","race_1","race_2","race_3","race_4","race_5","hispanicID","gender","education","citizen","income","Community","Crime","Diverse","wealthcomm","Comments","End","assignment","line","station","train","time","treatment","white","residency.new","liberal","conservative","democract","republican","obama.approve","obama.disapprove","ride.everyday","voted.2010","obama.voter","romney.voter","college","us.born","hispanic.new","income.new","male","missing"
"207","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"64.179.54.146",0,"2012-07-18 06:40:35","2012-07-18 06:44:01",1,1,1,1,3,1,1,1,1,5,1,1,3,1,5,1,1,1,1,1,1,1,1,24,2,4,NA,NA,NA,1,NA,2,2,6,1,4,1,4,3,3,"",1,"T2a","Franklin","Norfolk","708","7:14",0,1,3.5,1,0,1,0,1,0,0,1,1,0,1,1,0,62500,0,1
"208","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"170.74.56.83",0,"2012-07-18 06:50:47","2012-07-18 07:02:24",1,1,1,1,4,1,5,2,5,5,7,1,3,5,2,1,1,1,1,2,1,2,4,28,4,2,NA,NA,NA,1,NA,2,1,5,1,9,1,3,3,4,"",1,"T2a","Franklin","Norfolk","708","7:14",0,1,12.5,0,1,0,0,0,1,1,1,0,1,1,1,0,300000,1,0
"209","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"205.135.136.10",0,"2012-07-18 06:17:35","2012-07-18 06:24:31",1,1,1,1,3,1,2,2,2,1,2,1,3,1,1,1,1,2,1,2,1,2,4,12,1,0,NA,NA,NA,1,NA,2,2,5,1,8,1,3,3,3,"",1,"T2b","Franklin","Norfolk","708","7:14",0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,250000,0,0
"210","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"192.223.243.5",0,"2012-07-19 07:22:31","2012-07-19 07:27:35",1,1,1,1,4,1,3,2,3,5,6,1,3,1,4,1,1,1,1,2,1,2,2,29,4,0,NA,NA,NA,1,NA,2,1,6,1,8,1,3,3,3,"",1,"T2a","Franklin","Norfolk","708","7:14",0,1,12.5,0,0,0,0,0,0,1,1,0,1,1,1,0,250000,1,0
"211","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"72.11.223.66",0,"2012-07-18 09:16:06","2012-07-18 09:21:22",1,1,1,1,4,1,4,2,2,1,6,1,4,4,3,1,1,1,2,1,1,1,13,12,2,4,NA,NA,NA,1,NA,2,1,4,1,4,1,3,3,2,"",1,"T2b","Franklin","Norfolk","708","7:14",0,1,3.5,0,1,0,0,1,0,1,0,0,1,0,1,0,62500,1,0
"212","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"209.190.171.66",0,"2012-07-18 06:22:38","2012-07-18 06:29:01",1,1,1,1,4,1,4,3,4,5,7,1,5,5,1,1,4,3,3,3,1,7,10,4,3,1,NA,NA,NA,1,NA,2,2,5,1,8,1,3,4,3,"You could have saved plastic by loading the additional $5 on the first card once the survey was completed instead of using two cards",1,"T2a","Franklin","Norfolk","708","7:14",0,1,7.5,0,1,0,1,0,1,1,1,0,1,1,1,0,250000,0,0
"213","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"108.20.147.113",0,"2012-07-21 08:48:53","2012-07-21 09:04:59",1,1,1,1,4,1,2,1,2,5,1,1,2,1,4,1,1,1,1,1,1,2,3,43,3,2,NA,NA,NA,1,NA,2,1,6,1,6,1,3,3,3,"I applaud any effort to shed light on issues like this that get so badly distorted by fear and political posturing.",1,"T2a","Franklin","Norfolk","708","7:14",0,1,7.5,1,0,1,0,1,0,1,1,1,0,1,1,0,115000,1,0
"214","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"173.76.255.56",0,"2012-07-26 19:18:36","2012-07-26 19:26:20",1,1,1,1,4,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,10,5,44,5,0,NA,NA,NA,1,NA,2,2,3,1,4,1,3,3,3,"",1,"t2c","Franklin","Norfolk","708","7:14",0,1,8.03370786516854,1,0,1,0,1,0,1,0,1,0,0,1,0,62500,0,1
"215","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"107.1.238.2",0,"2012-07-19 06:33:57","2012-07-19 06:46:26",1,1,1,1,3,1,2,1,1,5,1,1,NA,2,5,1,1,1,1,1,1,1,1,35,5,2,NA,NA,NA,1,NA,2,2,6,2,8,1,3,3,3,"",1,"T2b","Franklin","Norfolk","708","7:14",0,1,8.03370786516854,1,0,1,0,1,0,0,1,1,0,1,0,0,250000,0,0
"216","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"134.174.140.154",0,"2012-07-18 06:55:50","2012-07-18 07:01:51",1,1,1,1,4,1,1,4,3,5,5,1,3,1,3,1,1,1,1,1,1,1,1,35,2,0,NA,NA,NA,1,NA,2,1,6,1,2,1,3,3,3,"I enjoyed taking it.  Thanks",1,"T2a","Franklin","Norfolk","708","7:14",0,1,3.5,1,0,0,0,0,0,1,1,0,0,1,1,0,23500,1,0
"217","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"168.203.233.2",0,"2012-07-18 14:24:05","2012-07-18 14:38:41",1,1,1,1,4,1,2,2,2,5,2,1,3,4,4,1,1,1,1,1,1,1,4,37,3,8,NA,NA,NA,1,NA,2,1,5,1,6,1,3,3,3,"",1,"T2b","Franklin","Norfolk","708","7:14",0,1,7.5,1,0,0,0,1,0,1,1,1,0,1,1,0,115000,1,0
"218","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"24.63.22.56",0,"2012-07-18 18:50:30","2012-07-18 19:02:04",1,1,1,1,4,1,3,3,4,4,6,1,2,4,1,1,1,1,2,1,1,2,4,4,5,0,NA,NA,NA,1,NA,2,2,5,1,7,1,3,3,3,"",1,"T2b","Franklin","Norfolk","708","7:14",0,1,8.03370786516854,0,0,0,1,0,1,1,0,0,1,1,1,0,135000,0,0
"219","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"74.104.142.149",0,"2012-07-25 20:04:26","2012-07-25 20:12:51",1,1,1,1,3,1,3,2,1,5,2,1,3,4,1,1,1,1,1,1,1,1,10,18,3,1,NA,NA,NA,1,NA,2,1,6,1,NA,1,3,3,2,"",1,"t2c","Franklin","Norfolk","708","7:14",0,1,7.5,0,0,0,0,1,0,0,1,1,0,1,1,0,175000,1,1
"220","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"159.53.110.142",0,"2012-07-18 06:53:03","2012-07-18 08:25:06",1,1,1,1,4,1,4,3,5,5,7,1,3,3,1,1,1,1,1,1,1,1,1,25,3,5,NA,NA,NA,1,NA,2,1,6,1,7,1,3,3,3,"",1,"T2b","Franklin","Norfolk","708","7:14",0,1,7.5,0,1,0,1,0,1,1,1,0,1,1,1,0,135000,1,0
"221","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"108.20.160.102",0,"2012-07-23 07:38:18","2012-07-23 07:47:18",1,1,1,1,4,1,2,2,2,5,1,1,4,2,4,1,1,1,1,1,1,2,4,13,2,10,NA,NA,NA,1,NA,2,1,6,1,7,1,3,3,2,"",1,"t2c","Franklin","Norfolk","708","7:14",0,1,3.5,1,0,0,0,1,0,1,1,1,0,1,1,0,135000,1,1
"222","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"24.60.214.213",0,"2012-07-22 11:41:13","2012-07-22 11:49:54",1,1,1,1,3,1,4,2,5,5,4,1,3,3,1,1,1,1,1,1,1,3,5,29,3,0,NA,NA,NA,1,NA,2,1,6,1,8,1,2,3,3,"When you asked about whether I support lowering or raising the number of people allowed to immigrate from Mexico, I would have to hear knowledgable people discuss: / 1) what the current number is / 2) context (over time, reasoning for it, trends) / 3) purpose of how a lower or raised number fits into our national immigration strategy & goals",1,"T2b","Franklin","Norfolk","708","7:14",0,1,7.5,0,1,0,0,0,1,0,1,0,0,1,1,0,250000,1,0
"223","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"72.246.0.14",0,"2012-07-18 06:59:40","2012-07-18 07:05:04",1,1,1,1,4,1,2,2,2,1,1,1,5,5,1,1,4,2,3,5,1,5,9,4,6,2,NA,NA,NA,1,NA,2,1,5,1,7,1,3,3,3,"",1,"T2a","Franklin","Norfolk","708","7:14",0,1,23.0337078651685,1,0,0,0,1,0,1,0,1,0,1,1,0,135000,1,0
"224","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"74.92.61.149",0,"2012-07-18 14:58:07","2012-07-18 15:06:59",1,1,1,1,4,1,1,1,2,5,1,1,2,2,5,1,1,1,1,1,1,5,2,43,5,5,NA,NA,NA,1,1,2,2,3,1,7,1,3,2,4,"There were a couple of questions (the immigrantion ones) that I wish no opinion were an option.",1,"T2b","Franklin","Norfolk","708","7:14",0,1,8.03370786516854,1,0,1,0,1,0,1,1,1,0,0,1,0,135000,0,0
"225","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"205.135.168.10",0,"2012-07-18 06:37:59","2012-07-18 06:45:16",1,1,1,1,4,1,4,2,4,5,7,1,3,1,1,1,1,1,1,1,1,1,1,44,4,10,NA,NA,NA,1,NA,2,1,6,1,7,1,3,3,3,"Mistake in your income ranges for household income  $150k-200K",1,"T2a","Franklin","Norfolk","708","7:14",0,1,12.5,0,1,0,0,0,1,1,1,0,1,1,1,0,135000,1,0
"226","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"69.43.65.27",0,"2012-07-18 14:59:16","2012-07-18 15:03:33",1,1,1,1,4,1,3,4,3,5,6,1,3,5,3,1,1,1,1,1,1,1,5,12,2,0,NA,NA,NA,1,NA,2,1,6,1,7,1,3,3,3,"",1,"T2b","Franklin","Norfolk","708","7:14",0,1,3.5,0,0,0,0,0,0,1,1,0,1,1,1,0,135000,1,1
"227","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"129.10.125.148",0,"2012-07-18 08:58:06","2012-07-18 09:06:18",1,1,1,1,4,1,3,1,3,1,2,1,3,5,1,1,1,2,2,1,1,10,24,1,5,17,NA,1,NA,NA,NA,2,1,2,1,9,1,4,5,2,"Non3",1,"T2b","Franklin","Norfolk","708","7:14",0,0,8.03370786516854,0,0,1,0,0,0,1,0,1,0,0,1,0,300000,1,1
"228","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"72.74.63.100",0,"2012-07-18 19:01:28","2012-07-18 19:08:03",1,1,1,1,4,1,2,1,2,5,1,1,2,2,4,1,1,1,1,1,1,1,1,24,2,4,NA,NA,NA,1,NA,2,2,6,1,7,1,3,3,3,"In the question about household income, it appears there's a missing range between $150k and $200k.",1,"T2b","Franklin","Norfolk","708","7:14",0,1,3.5,1,0,1,0,1,0,1,1,1,0,1,1,0,135000,0,0
"229","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"12.104.244.6",0,"2012-07-18 07:34:38","2012-07-18 07:48:32",1,1,1,1,4,1,4,2,4,5,6,1,3,5,1,1,1,1,1,1,1,1,2,24,2,3,NA,NA,NA,1,NA,2,1,5,2,6,1,3,3,3,"",1,"T2b","Franklin","Norfolk","708","7:14",0,1,3.5,0,1,0,0,0,1,1,1,0,1,1,0,0,115000,1,1
"230","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"12.168.45.130",0,"2012-07-18 10:48:18","2012-07-18 10:56:14",1,1,1,1,4,1,2,1,2,4,1,1,2,4,1,1,1,1,1,1,1,4,13,4,3,0,NA,NA,NA,1,NA,2,1,5,1,8,1,3,3,3,"",1,"T2a","Franklin","Norfolk","708","7:14",0,1,7.5,1,0,1,0,1,0,1,0,1,0,1,1,0,250000,1,1
"231","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"173.48.101.78",0,"2012-08-05 09:07:12","2012-08-05 09:13:58",1,1,1,1,3,1,3,2,2,5,2,1,5,5,1,1,1,1,1,3,1,10,20,15,2,15,NA,NA,NA,1,NA,2,1,3,1,5,1,3,3,4,"na",1,"t4c","Franklin","Norfolk","708","7:14",0,1,3.5,0,0,0,0,1,0,0,1,1,0,0,1,0,87500,1,1
"232","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"108.20.145.186",0,"2012-08-10 19:50:09","2012-08-10 19:56:01",1,1,1,1,4,1,4,3,5,5,7,1,4,5,1,1,1,1,1,1,1,5,23,19,2,0,NA,NA,NA,1,NA,2,1,5,1,7,1,3,3,3,"",1,"t4c","Franklin","Norfolk","708","7:14",0,1,3.5,0,1,0,1,0,1,1,1,0,1,1,1,0,135000,1,1
"233","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"66.30.177.68",0,"2012-07-18 13:43:37","2012-07-18 14:05:04",1,1,1,1,1,1,4,3,3,5,7,1,2,2,1,1,1,2,3,2,1,1,2,32,5,1,NA,NA,NA,1,NA,2,2,5,1,9,1,3,3,3,"I would be interested in learning the results of the survey. Also, it is disappointing to see ""typos"" on the first page of a survey connected to such an esteemed university!",1,"T2a","Franklin","Norfolk","708","7:14",0,1,8.03370786516854,0,1,0,1,0,0,0,1,0,1,1,1,0,300000,0,0
"234","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"64.209.73.9",0,"2012-08-07 17:08:20","2012-08-07 17:21:49",1,1,1,1,4,1,2,1,2,5,1,1,3,2,5,1,1,1,1,1,1,5,5,39,3,2,NA,NA,NA,1,NA,2,2,6,1,6,1,3,3,3,"The question asking whether respondent is ""RESENTFUL"" of various ethnicities was very vague. I didn't know exactly what you meant by RESENTFUL. ",1,"t4c","Franklin","Norfolk","708","7:14",0,1,7.5,1,0,1,0,1,0,1,1,1,0,1,1,0,115000,0,1
"235","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"72.22.165.250",0,"2012-07-18 09:59:56","2012-07-19 13:12:23",1,1,1,1,4,1,4,3,5,5,7,1,2,2,1,1,1,1,1,1,1,3,4,30,5,3,NA,NA,NA,1,NA,2,1,6,1,9,1,3,3,4,"It would be nice to know the goal of the survey and to see the results if possible.  Thanks",1,"T2b","Franklin","Norfolk","708","7:14",0,1,8.03370786516854,0,1,0,1,0,1,1,1,0,1,1,1,0,300000,1,0
"236","Franklin_Norfolk_708","Default Response Set","Anonymous",NA,"204.130.104.10",0,"2012-07-18 07:48:29","2012-07-18 07:54:00",1,1,1,1,4,1,3,1,4,5,1,1,3,4,5,1,1,1,1,1,1,2,2,28,4,3,NA,NA,NA,1,NA,2,1,6,1,5,1,3,3,3,"It would be helpful to know the purpose of this survey.",1,"T2b","Franklin","Norfolk","708","7:14",0,1,12.5,0,0,1,0,0,1,1,1,1,0,1,1,0,87500,1,0
"237","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"128.103.210.2",0,"2012-08-03 12:29:05","2012-08-03 12:36:59",1,1,1,1,4,1,4,3,4,5,7,1,4,2,2,1,1,1,1,1,1,1,2,15,2,0,NA,NA,NA,1,NA,2,1,5,1,7,1,3,3,2,"",1,"T4a","Franklin","Norwood Depot","732","8:05",0,1,3.5,0,1,0,1,0,1,1,1,0,1,1,1,0,135000,1,0
"238","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"160.83.72.205",0,"2012-08-01 08:50:04","2012-08-01 08:58:44",1,1,1,1,4,1,5,2,5,5,7,1,4,4,1,1,1,1,1,1,1,2,6,33,6,2,NA,NA,NA,1,NA,2,1,6,1,8,1,3,3,4,"",1,"T4b","Franklin","Norwood Depot","732","8:05",0,1,23.0337078651685,0,1,0,0,0,1,1,1,0,1,1,1,0,250000,1,0
"239","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"161.231.132.14",0,"2012-08-02 12:47:49","2012-08-02 12:54:35",1,1,1,1,4,1,3,3,5,5,7,1,5,5,1,1,1,5,5,5,1,100,100,23,4,0,NA,NA,NA,1,NA,2,1,6,1,9,1,3,3,2,"",1,"T4b","Franklin","Norwood Depot","732","8:05",0,1,12.5,0,0,0,1,0,1,1,1,0,1,1,1,0,300000,1,1
"240","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"71.126.242.191",0,"2012-08-05 17:46:07","2012-08-05 17:51:44",1,1,1,1,4,1,3,2,2,5,1,1,3,1,1,1,1,3,3,1,1,10,10,6,1,2,NA,NA,NA,1,NA,2,1,6,1,9,1,3,3,3,"no",1,"T4b","Franklin","Norwood Depot","732","8:05",0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,300000,1,0
"241","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"143.115.159.53",0,"2012-08-01 08:19:53","2012-08-01 08:23:50",1,1,1,1,4,1,3,4,4,5,6,1,2,4,4,1,1,1,1,1,1,1,2,5,1,2,NA,NA,NA,1,NA,2,1,5,1,6,1,3,3,4,"",1,"T4b","Franklin","Norwood Depot","732","8:05",0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,115000,1,1
"242","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"72.70.50.249",0,"2012-08-01 16:00:03","2012-08-01 16:14:33",1,1,1,1,4,1,2,1,2,5,1,1,4,4,1,1,1,1,1,1,1,15,40,43,5,0,1,NA,NA,NA,NA,2,1,5,2,7,1,3,4,3,"The questions regarding resentment of certain ethnic groups could have been expanded. Perhaps reasons for resentment",1,"T4a","Franklin","Norwood Depot","732","8:05",0,0,8.03370786516854,1,0,1,0,1,0,1,1,1,0,1,0,0,135000,1,0
"243","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"216.211.245.210",0,"2012-08-01 18:47:57","2012-08-01 18:58:35",1,1,1,1,4,1,2,1,1,3,1,1,3,3,3,1,1,1,2,1,1,1,6,14,2,0,NA,NA,NA,1,NA,2,1,6,1,5,1,3,4,3,"N/A",1,"T4a","Franklin","Norwood Depot","732","8:05",0,1,3.5,1,0,1,0,1,0,1,0,1,0,1,1,0,87500,1,0
"244","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"65.209.101.34",0,"2012-08-01 11:14:51","2012-08-01 11:29:12",1,1,1,1,4,1,2,1,2,5,2,1,3,4,2,1,1,1,2,1,1,5,10,51,6,5,NA,NA,NA,1,NA,2,2,6,1,4,1,3,4,3,"",1,"T4a","Franklin","Norwood Depot","732","8:05",0,1,23.0337078651685,1,0,1,0,1,0,1,1,1,0,1,1,0,62500,0,0
"245","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"206.34.122.70",0,"2012-08-01 07:38:58","2012-08-01 07:45:59",1,1,1,1,4,1,1,1,2,5,1,1,2,1,5,1,1,1,1,1,1,2,5,14,2,2,NA,NA,NA,NA,1,2,2,6,1,4,1,3,3,3,"",1,"T4b","Franklin","Norwood Depot","732","8:05",0,0,3.5,1,0,1,0,1,0,1,1,1,0,1,1,0,62500,0,1
"246","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"166.248.6.76",0,"2012-08-01 06:21:08","2012-08-01 07:01:04",1,1,1,1,4,1,4,2,4,5,6,1,4,2,1,1,1,1,1,1,1,30,10,30,2,0,NA,NA,NA,1,NA,2,1,4,1,6,1,3,3,3,"Good dollar amount to take the survey",1,"T4b","Franklin","Norwood Depot","732","8:05",0,1,3.5,0,1,0,0,0,1,1,1,0,1,0,1,0,115000,1,1
"247","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"68.167.35.10",0,"2012-08-01 10:25:19","2012-08-01 10:29:04",1,1,1,1,3,1,2,2,3,4,3,1,4,1,2,1,1,1,1,1,1,8,15,3,6,0,NA,NA,NA,1,NA,2,2,3,1,4,1,5,3,4,"",1,"T4a","Franklin","Norwood Depot","732","8:05",0,1,23.0337078651685,1,0,0,0,0,0,0,0,0,0,0,1,0,62500,0,1
"248","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"198.228.204.69",0,"2012-08-01 06:04:48","2012-08-01 06:17:30",1,1,1,1,4,1,3,2,3,2,6,1,3,4,1,1,2,2,1,1,1,1,3,5,1,1,NA,NA,NA,1,NA,2,2,6,1,7,1,3,3,3,"",1,"T4a","Franklin","Norwood Depot","732","8:05",0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,135000,0,0
"249","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"173.162.240.61",0,"2012-08-01 08:27:18","2012-08-01 08:39:00",1,1,1,1,4,1,3,1,1,5,1,1,3,3,3,1,1,1,1,1,1,30,30,48,1,0,NA,NA,NA,1,NA,2,2,3,1,4,1,3,3,3,"",1,"T4a","Franklin","Norwood Depot","732","8:05",0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,62500,0,1
"250","Franklin_Norwood Depot_732","Default Response Set","Anonymous",NA,"24.34.205.140",0,"2012-08-01 16:02:43","2012-08-01 16:13:38",1,1,1,1,4,1,3,2,2,3,3,1,3,3,1,1,1,1,1,1,1,5,50,21,4,2,NA,NA,NA,1,NA,2,2,5,2,6,1,3,3,3,"",1,"T4b","Franklin","Norwood Depot","732","8:05",0,1,12.5,0,0,0,0,1,0,1,0,0,0,1,0,0,115000,0,1
"251","Franklin_Norwood Depot_734","Default Response Set","Anonymous",NA,"134.174.140.97",0,"2012-08-01 08:01:05","2012-08-01 08:07:20",1,1,1,1,4,1,1,1,2,5,1,1,3,1,4,1,1,1,1,1,1,5,10,20,3,0,NA,NA,NA,1,NA,2,1,6,1,7,1,3,4,2,"",1,"T4b","Franklin","Norwood Depot","734","8:47",1,1,7.5,1,0,1,0,1,0,1,1,1,0,1,1,0,135000,1,1
"252","Franklin_Norwood Depot_734","Default Response Set","Anonymous",NA,"198.228.207.193",0,"2012-08-01 06:46:04","2012-08-01 06:55:27",1,1,1,1,4,1,4,3,4,5,3,1,4,5,1,1,1,1,1,1,1,5,5,31,1,3,NA,NA,NA,1,NA,2,1,5,1,8,1,3,3,3,"",1,"T4b","Franklin","Norwood Depot","734","8:47",1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,250000,1,1
"253","Franklin_Norwood Depot_734","Default Response Set","Anonymous",NA,"192.234.246.206",0,"2012-08-01 08:14:54","2012-08-01 08:21:29",1,1,1,1,4,1,2,1,2,5,1,1,3,2,1,1,1,1,1,1,1,2,5,24,2,4,1,NA,NA,NA,NA,2,2,5,1,4,1,3,3,3,"",1,"T4a","Franklin","Norwood Depot","734","8:47",1,0,3.5,1,0,1,0,1,0,1,1,1,0,1,1,0,62500,0,1
"254","Franklin_Norwood Depot_734","Default Response Set","Anonymous",NA,"174.63.109.168",0,"2012-08-01 09:29:35","2012-08-01 09:39:32",1,1,1,1,4,1,1,2,2,5,1,1,2,1,5,1,1,1,1,1,1,1,3,37,5,0,NA,NA,NA,1,NA,2,1,6,1,7,1,3,3,3,"",1,"T4a","Franklin","Norwood Depot","734","8:47",1,1,8.03370786516854,1,0,0,0,1,0,1,1,1,0,1,1,0,135000,1,0
"255","Franklin_Norwood Depot_734","Default Response Set","Anonymous",NA,"107.1.238.2",0,"2012-08-01 08:51:06","2012-08-01 08:55:16",1,1,1,1,4,1,2,1,2,5,1,1,1,1,5,1,1,1,1,1,1,1,5,5,6,5,NA,NA,NA,1,NA,2,1,5,1,6,1,4,4,3,"",1,"T4b","Franklin","Norwood Depot","734","8:47",1,1,23.0337078651685,1,0,1,0,1,0,1,1,1,0,1,1,0,115000,1,0
"256","Franklin_Norwood Depot_734","Default Response Set","Anonymous",NA,"205.181.240.194",0,"2012-08-01 13:08:21","2012-08-01 13:19:58",1,1,1,1,4,1,3,1,2,1,3,1,2,2,1,1,1,1,3,1,1,20,50,13,2,0,NA,NA,NA,1,NA,2,2,5,2,4,1,5,4,5,"I came to this country back in 1998 and have always lived here legally.  English is my second language and I think all the immigrants that come here should try their hardest to be on the same level as most Americans.  English should be an official language because you live in this county where it is a primary language.  At the same time, legal immigrants with a good education should be able to get good jobs although they do have foreign mentality and have an accent in their speech.",1,"T4a","Franklin","Norwood Depot","734","8:47",1,1,3.5,0,0,1,0,1,0,1,0,0,0,1,0,0,62500,0,0
"257","Franklin_Norwood Depot_734","Default Response Set","Anonymous",NA,"208.85.76.1",0,"2012-08-01 09:48:35","2012-08-01 09:57:09",1,1,1,1,4,1,2,2,3,1,2,1,4,2,2,1,2,1,2,2,1,8,11,27,5,0,NA,NA,NA,1,NA,2,1,5,1,7,1,4,4,4,"",1,"T4b","Franklin","Norwood Depot","734","8:47",1,1,8.03370786516854,1,0,0,0,0,0,1,0,1,0,1,1,0,135000,1,1
"258","Franklin_Norwood Depot_734","Default Response Set","Anonymous",NA,"174.252.224.173",0,"2012-08-01 07:07:46","2012-08-01 07:39:38",1,1,1,1,3,1,2,1,1,5,1,1,3,1,2,1,2,2,2,4,1,2,10,10,2,7,NA,NA,NA,1,NA,2,1,4,1,6,1,2,3,2,"",1,"T4a","Franklin","Norwood Depot","734","8:47",1,1,3.5,1,0,1,0,1,0,0,1,1,0,0,1,0,115000,1,0
"259","Franklin_Windsor Gardens_702","Default Response Set","Anonymous",NA,"71.174.253.115",0,"2012-07-19 11:11:20","2012-07-19 11:21:25",1,1,1,1,3,1,4,2,2,5,1,1,5,4,2,1,1,1,1,1,1,12,7,8,2,3,NA,NA,NA,1,NA,2,1,5,1,3,1,4,3,2,"",1,"T2a","Franklin","Windsor Gardens","702","6:07",0,1,3.5,0,1,0,0,1,0,0,1,1,0,1,1,0,42500,1,1
"260","Franklin_Windsor Gardens_702","Default Response Set","Anonymous",NA,"132.183.209.170",0,"2012-07-18 05:33:11","2012-07-18 05:43:45",1,1,1,1,4,1,2,1,2,5,1,1,3,4,3,1,1,1,1,1,1,2,4,39,4,4,NA,NA,NA,1,NA,2,2,6,1,4,1,3,3,3,"",1,"T2b","Franklin","Windsor Gardens","702","6:07",0,1,12.5,1,0,1,0,1,0,1,1,1,0,1,1,0,62500,0,0
"261","Franklin_Windsor Gardens_706","Default Response Set","Anonymous",NA,"108.49.44.238",0,"2012-08-02 19:32:42","2012-08-02 19:48:45",1,1,1,1,4,1,3,1,2,1,1,1,3,4,1,1,1,2,1,1,1,10,35,16,2,0,1,NA,NA,NA,NA,2,2,6,2,6,1,3,3,2,"",1,"t4c","Franklin","Windsor Gardens","706","7:01",1,0,3.5,0,0,1,0,1,0,1,0,1,0,1,0,0,115000,0,1
"262","Franklin_Windsor Gardens_706","Default Response Set","Anonymous",NA,"71.126.242.200",0,"2012-07-18 16:56:02","2012-07-18 17:07:45",1,1,1,1,4,1,4,3,2,1,1,1,4,4,1,1,1,1,1,1,1,6,2,10,2,4,NA,1,NA,NA,NA,2,1,5,1,4,1,3,5,3,"70% of my reason to vote for Obama is because he is black.I do not think either candidate would do anything significantly different.",1,"T2a","Franklin","Windsor Gardens","706","7:01",1,0,3.5,0,1,0,1,1,0,1,0,1,0,1,1,0,62500,1,1
"263","Franklin_Windsor Gardens_706","Default Response Set","Anonymous",NA,"146.243.94.167",0,"2012-07-18 11:37:03","2012-07-18 11:45:32",1,1,1,1,4,1,4,2,5,5,4,1,5,3,1,1,1,1,1,5,1,55,85,15,2,2,NA,NA,NA,1,NA,2,2,6,1,3,1,3,4,2,"This survey really makes me think and be more aware of my surroundings, racially and culturally.",1,"T2a","Franklin","Windsor Gardens","706","7:01",1,1,3.5,0,1,0,0,0,1,1,1,0,0,1,1,0,42500,0,0
